pstlcode,latitude,longitude
L3S4J7,43.847668,-79.272873
L3S4L1,43.866035,-79.239159
L3S4L3,43.864475,-79.242294
L3S4M4,43.853802,-79.260887
L3S4N4,43.848488,-79.264221
L3S4P3,43.838497,-79.24662
L3S4R7,43.850899,-79.284737
L3S4S4,43.840569,-79.25119
L3S4T5,43.841541,-79.266785
L3S4T6,43.841541,-79.266785
L3S4V6,43.848564,-79.253944
L3T0A3,43.839836,-79.394203
L3T0B9,43.838013,-79.388962
L3T1C7,43.80587,-79.389961
L3T1E2,43.807045,-79.382782
L3T1G6,43.80785,-79.38353
L3T1G7,43.808624,-79.384033
L3T1H2,43.801918,-79.416489
L3T1J8,43.806396,-79.393425
L3T1K5,43.801956,-79.419609
L3T1K9,43.804581,-79.405632
L3T1L1,43.804749,-79.405701
L3T1M6,43.808765,-79.403053
L3T1N5,43.8139,-79.389618
L3T1P5,43.806915,-79.414436
L3T1S3,43.807529,-79.421021
L3T1T1,43.809349,-79.411957
L3T1W9,43.814392,-79.409645
L3T1X2,43.816277,-79.401253
L3T1Z2,43.815968,-79.415169
L3T1Z8,43.818508,-79.415108
L3T2L4,43.808506,-79.409874
L3T2L5,43.810719,-79.410706
L3T2M4,43.805645,-79.405724
L3T2P4,43.812542,-79.405693
L3T2P5,43.808086,-79.402008
L3T2S1,43.809814,-79.385025
L3T2V4,43.812035,-79.39463
L3T2W8,43.80928,-79.390038
L3T2X7,43.812263,-79.390236
L3T2X9,43.81348,-79.390648
L3T2Z9,43.816898,-79.388878
L3T3A5,43.816364,-79.384842
L3T3E4,43.824379,-79.409851
L3T3G7,43.826859,-79.422729
L3T3H8,43.829514,-79.41301
L3T3J9,43.829388,-79.40583
L3T3K1,43.829895,-79.40638
L3T3L2,43.829777,-79.419289
L3T3L6,43.827698,-79.413666
L3T3M4,43.834911,-79.425255
L3T3T3,43.822536,-79.419273
L3T3T5,43.830681,-79.418823
L3T3T8,43.822552,-79.415611
L3T3V8,43.82534,-79.425613
L3T3X4,43.831646,-79.412094
L3T3Y2,43.828678,-79.407738
L3T3Z2,43.836529,-79.414093
L3T4C5,43.81102,-79.363853
L3T4C6,43.811192,-79.363922
L3T4E3,43.812542,-79.368774
L3T4E4,43.81271,-79.368843
L3T4G9,43.81757,-79.361862
L3T4H2,43.816193,-79.369934
L3T4H7,43.818512,-79.370071
L3T4J8,43.82177,-79.364944
L3T4L3,43.813557,-79.366974
L3T4N8,43.810295,-79.366165
L3T4N9,43.808289,-79.383553
L3T4P2,43.822289,-79.423798
L3T4P9,43.809925,-79.369705
L3T4R4,43.810619,-79.370506
L3T4R7,43.817741,-79.403404
L3T4T5,43.818275,-79.361031
L3T4T7,43.821079,-79.423248
L3T4V1,43.830826,-79.405052
L3T4W2,43.826859,-79.399147
L3T4X1,43.811943,-79.358131
L3T4X4,43.826756,-79.401917
L3T4X6,43.829105,-79.398544
L3T4X9,43.814705,-79.358795
L3T4Y9,43.827473,-79.405182
L3T4Z4,43.827663,-79.404037
L3T5A3,43.815968,-79.400253
L3T5C6,43.817142,-79.399277
L3T5G5,43.832123,-79.397896
L3T5G9,43.833019,-79.396729
L3T5J1,43.82497,-79.389969
L3T5J5,43.822895,-79.382118
L3T5J9,43.822571,-79.383682
L3T5N2,43.826157,-79.384262
L3T5P1,43.829575,-79.392601
L3T5P2,43.828922,-79.391891
L3T5P4,43.827339,-79.390511
L3T5P6,43.826221,-79.38932
L3T5P9,43.82132,-79.386986
L3T5V3,43.833797,-79.40316
L3T5W5,43.819912,-79.377975
L3T5W9,43.819256,-79.377823
L3T6R4,43.82489,-79.370438
L3T6T8,43.824932,-79.370201
L3T6T9,43.826317,-79.372711
L3T6V4,43.826225,-79.372498
L3T6V5,43.829662,-79.366005
L3T6W3,43.832516,-79.370049
L3T6X9,43.830463,-79.370903
L3T6Y2,43.831833,-79.369499
L3T7A7,43.830032,-79.379265
L3T7B7,43.830982,-79.381134
L3T7C3,43.830006,-79.382515
L3T7E3,43.831467,-79.388336
L3T7E4,43.831902,-79.386353
L3T7G4,43.829067,-79.385025
L3T7G8,43.827076,-79.381691
L3T7H4,43.827084,-79.379456
L3T7K2,43.823067,-79.390739
L3T7K5,43.82534,-79.403809
L3T7K9,43.816765,-79.423141
L3T7L6,43.824581,-79.372116
L3T7T5,43.841095,-79.389999
L3T7V6,43.842598,-79.389336
L3T7X3,43.845089,-79.378021
L3T7X7,43.840343,-79.391747
L3T7X9,43.840897,-79.391594
L3X0B6,44.040092,-79.419746
L3X0C5,44.036469,-79.416443
L3X0C9,44.035812,-79.418022
L3X0K7,44.05806,-79.492188
L3X1C3,44.04805,-79.499535
L3X1C8,44.046432,-79.503448
L3X1C9,44.04583,-79.502769
L3X1E1,44.04467,-79.501022
L3X1E6,44.044907,-79.499535
L3X1G1,44.044907,-79.499535
L3X1J5,44.042355,-79.486435
L3X1J7,44.042397,-79.490334
L3X1L3,44.037804,-79.436569
L3X1L6,44.040592,-79.437454
L3X1M2,44.035034,-79.429878
L3X1P4,44.038811,-79.433548
L3X1P7,44.031937,-79.473495
L3X1P9,44.027256,-79.472115
L3X1S1,44.028095,-79.470055
L3X1S2,44.028095,-79.470055
L3X1S7,44.028309,-79.465332
L3X1T2,44.036991,-79.46524
L3X1T3,44.036991,-79.46524
L3X1V2,44.040512,-79.500671
L3X1X4,44.035439,-79.475716
L3X1X7,44.036488,-79.469063
L3X1Z7,44.024891,-79.469803
L3X2A3,44.039917,-79.45089
L3X2G6,44.037766,-79.493538
L3X2H3,44.030125,-79.450722
L3X2H6,44.034679,-79.442589
L3X2H8,44.033497,-79.439636
L3X2K5,44.035656,-79.485275
L3X2L5,44.035702,-79.455208
L3X2N6,44.036221,-79.452194
L3X2R4,44.067524,-79.485451
L3X2R7,44.063843,-79.487
L3X2S6,44.029762,-79.478294
L3X2S9,44.032063,-79.485611
L3X2T7,44.029907,-79.476639
L3X2X7,44.064709,-79.492203
L3X2Y5,44.033344,-79.456535
L3X2Z8,44.060677,-79.490059
L3X3A1,44.03727,-79.476357
L3X3A4,44.034904,-79.490784
L3X3C6,44.05962,-79.486679
L3X3E1,44.042912,-79.445663
L3X3E2,44.041737,-79.442223
L3X3G1,44.054733,-79.499924
L3X3H5,44.063454,-79.492889
L3X3J8,44.052025,-79.500885
L3X3K1,44.050163,-79.503525
L3X3K9,44.066196,-79.495911
L3X3L1,44.065468,-79.496017
L3X3L7,44.045403,-79.430405
L3X3L8,44.024536,-79.473511
L3Y0A4,44.060299,-79.430458
L3Y0B9,44.069923,-79.423889
L3Y1A5,44.043068,-79.462898
L3Y1B2,44.041313,-79.470695
L3Y1C2,44.044865,-79.462425
L3Y1E8,44.043137,-79.473495
L3Y1E9,44.05164,-79.443794
L3Y1H5,44.048332,-79.461128
L3Y1L6,44.053459,-79.444077
L3Y1M4,44.052723,-79.451752
L3Y1M9,44.051331,-79.457832
L3Y1N2,44.048279,-79.472778
L3Y1R2,44.053547,-79.451363
L3Y1S1,44.058262,-79.433197
L3Y1S8,44.052345,-79.460175
L3Y1T5,44.056126,-79.445503
L3Y1T6,44.049675,-79.473495
L3Y1X3,44.056423,-79.448059
L3Y1Z9,44.054016,-79.461296
L3Y2C1,44.057419,-79.449013
L3Y2E7,44.052036,-79.47435
L3Y2E9,44.053658,-79.473732
L3Y2H3,44.056496,-79.459
L3Y2H6,44.057751,-79.454277
L3Y2K2,44.056545,-79.464264
L3Y2K5,44.057117,-79.4617
L3Y2N5,44.057201,-79.470207
L3Y2N8,44.058937,-79.462524
L3Y2P8,44.061733,-79.449272
L3Y2R2,44.061516,-79.451042
L3Y2R4,44.062237,-79.44706
L3Y2R6,44.063591,-79.441963
L3Y2R9,44.06567,-79.432861
L3Y2S9,44.061604,-79.46386
L3Y2V2,44.062641,-79.454041
L3Y2W4,44.059196,-79.475784
L3Y2W8,44.058506,-79.477356
L3Y2Y2,44.057674,-79.472137
L3Y2Z6,44.06234,-79.470901
L3Y2Z7,44.068035,-79.449562
L3Y3A3,44.06609,-79.454239
L3Y3A6,44.067539,-79.452049
L3Y3C4,44.074162,-79.436508
L3Y3C8,44.073174,-79.447899
L3Y3E8,44.066341,-79.434143
L3Y3G3,44.061539,-79.434204
L3Y3J3,44.060921,-79.444168
L3Y3K2,44.05336,-79.44268
L3Y3K3,44.052341,-79.442642
L3Y3K5,44.056801,-79.444412
L3Y3M5,44.056915,-79.446815
L3Y3M6,44.052727,-79.445671
L3Y3R1,44.053379,-79.450516
L3Y3T7,44.05431,-79.453171
L3Y3X8,44.050854,-79.453865
L3Y3Z5,44.051926,-79.456543
L3Y4B2,44.055439,-79.460403
L3Y4B4,44.054562,-79.459938
L3Y4B9,44.053734,-79.460075
L3Y4C3,44.052197,-79.459633
L3Y4C8,44.053547,-79.461449
L3Y4E1,44.052673,-79.461052
L3Y4H5,44.060471,-79.465523
L3Y4H9,44.060093,-79.467094
L3Y4L3,44.046169,-79.459244
L3Y4M1,44.054176,-79.46637
L3Y4M4,44.045132,-79.4636
L3Y4N9,44.059101,-79.471535
L3Y4P2,44.048271,-79.467117
L3Y4P5,44.062531,-79.47493
L3Y4S1,44.046219,-79.471489
L3Y4V2,44.052418,-79.474976
L3Y4W4,44.072838,-79.433792
L3Y5C3,44.044182,-79.475525
L3Y5E5,44.039436,-79.473434
L3Y5E6,44.04221,-79.475494
L3Y5E8,44.043762,-79.47496
L3Y5G2,44.041348,-79.472939
L3Y5G5,44.072693,-79.446938
L3Y5N4,44.040161,-79.475998
L3Y5P3,44.05582,-79.438324
L3Y5P4,44.055878,-79.438087
L3Y5S9,44.068592,-79.441292
L3Y5T1,44.065487,-79.44326
L3Y5V1,44.068459,-79.434517
L3Y5X5,44.062965,-79.478455
L3Y5Y9,44.066025,-79.479103
L3Y5Z7,44.06245,-79.439476
L3Y6A3,44.064594,-79.479881
L3Y6B1,44.050949,-79.486938
L3Y6C8,44.06884,-79.460777
L3Y6E8,44.069424,-79.461693
L3Y6G8,44.066582,-79.473251
L3Y6J3,44.064728,-79.471878
L3Y6J4,44.066666,-79.471016
L3Y6M9,44.068905,-79.44371
L3Y6N9,44.064667,-79.467117
L3Y6R9,44.064617,-79.468674
L3Y6S4,44.061798,-79.435242
L3Y6T7,44.074356,-79.457901
L3Y6V2,44.073658,-79.457108
L3Y6W1,44.061741,-79.436958
L3Y7C3,44.057529,-79.467911
L3Y7E8,44.076313,-79.43821
L3Y7H7,44.076366,-79.446396
L3Y7J2,44.074135,-79.448242
L3Y7K5,44.076958,-79.448509
L3Y7L9,44.053432,-79.484543
L3Y7W6,44.066456,-79.476135
L3Y8B5,44.068604,-79.480148
L3Y8C4,44.060799,-79.475883
L3Y8E3,44.05035,-79.422287
L3Y8J1,44.01487,-79.522408
L3Y8K4,44.055138,-79.43174
L3Y8M2,44.047272,-79.448502
L3Y8R9,44.042282,-79.447983
L3Y8V5,44.049999,-79.430038
L3Z0B2,44.100227,-79.573509
L3Z0B4,44.099819,-79.590118
L3Z0C1,44.10825,-79.59198
L3Z0E9,44.113911,-79.591797
L3Z0H6,44.117229,-79.590179
L3Z0H9,44.11491,-79.586227
L3Z0J3,44.107475,-79.584625
L3Z0L4,44.104107,-79.600143
L3Z0S7,44.119045,-79.586357
L3Z0T3,44.120926,-79.592438
L3Z0T9,44.117432,-79.5849
L3Z1B1,44.124268,-79.561462
L3Z1B5,44.124146,-79.564552
L3Z1C4,44.11871,-79.561447
L3Z1E5,44.120178,-79.565079
L3Z1E8,44.119797,-79.563332
L3Z1G4,44.116302,-79.56015
L3Z1H7,44.112839,-79.570824
L3Z1K1,44.115795,-79.571503
L3Z1K7,44.116898,-79.569946
L3Z1M7,44.111408,-79.575157
L3Z1N4,44.115238,-79.573158
L3Z1P9,44.116947,-79.569084
L3Z1S4,44.109776,-79.570442
L3Z1X7,44.115063,-79.55899
L3Z1Y7,44.103699,-79.561905
L3Z1Z5,44.10498,-79.564781
L3Z2C2,44.107613,-79.56636
L3Z2G3,44.127251,-79.560158
L3Z2M3,44.10408,-79.571098
L3Z2N1,44.104191,-79.574234
L3Z2N4,44.104191,-79.574234
L3Z2N7,44.105034,-79.574135
L3Z2R7,44.122463,-79.560471
L3Z2S5,44.111259,-79.571365
L3Z2T8,44.111515,-79.572227
L3Z2V4,44.103729,-79.569824
L3Z2X3,44.102612,-79.563744
L3Z2X9,44.120586,-79.570938
L3Z2Y2,44.117737,-79.577507
L3Z2Y7,44.116009,-79.578201
L3Z2Z9,44.124435,-79.570702
L3Z3B1,44.120476,-79.561005
L3Z3B4,44.12257,-79.578934
L3Z3B7,44.122715,-79.574852
L3Z3E4,44.098866,-79.579666
L3Z3H3,44.115601,-79.555374
L3Z3L1,44.137981,-79.565552
L3Z3Y3,44.091717,-79.566208
L3Z4C9,44.04866,-79.617996
L3Z4H4,44.105762,-79.582634
L4A0B3,43.974701,-79.260818
L4A0B4,43.973076,-79.262032
L4A0C6,44.044132,-79.326057
L4A0E3,43.978672,-79.254799
L4A0E5,43.980236,-79.253288
L4A0E6,43.980164,-79.257065
L4A0E9,43.958431,-79.263344
L4A0G5,43.954975,-79.267014
L4A0G7,43.959995,-79.242622
L4A0H4,43.959896,-79.246964
L4A0J1,43.960709,-79.245239
L4A0J3,43.959896,-79.246964
L4A0J6,43.962147,-79.244247
L4A0M5,43.964001,-79.233063
L4A0R3,43.965527,-79.254509
L4A0S1,43.965511,-79.22187
L4A0S2,43.967987,-79.219482
L4A0T5,43.956478,-79.251289
L4A0T6,43.957565,-79.253532
L4A0V3,43.967831,-79.222069
L4A0W6,43.972221,-79.269173
L4A0X3,43.96645,-79.232841
L4A0X5,43.965187,-79.24929
L4A0Y5,43.958797,-79.253197
L4A0Z7,43.964535,-79.254181
L4A0Z8,43.964577,-79.269836
L4A1A6,43.970482,-79.251183
L4A1A9,43.96352,-79.274231
L4A1B2,43.972935,-79.252251
L4A1E6,43.972031,-79.260368
L4A1E8,43.971245,-79.25956
L4A1G3,43.972092,-79.243668
L4A1G7,43.972027,-79.245827
L4A1H1,43.972836,-79.240005
L4A1H6,43.960873,-79.255066
L4A1J1,43.972855,-79.268616
L4A1K2,43.968452,-79.236359
L4A1M8,44.041351,-79.284309
L4A1M9,44.041351,-79.284309
L4A1N2,43.96722,-79.258255
L4A1N6,44.055218,-79.288277
L4A1N7,44.046295,-79.279228
L4A1S4,43.97261,-79.221832
L4A1T4,43.96957,-79.263268
L4A1T5,43.97617,-79.259933
L4A1T8,43.975006,-79.264107
L4A1V4,43.969925,-79.26561
L4A1X7,43.967712,-79.262741
L4A1Y1,43.968906,-79.273987
L4A1Y5,43.968361,-79.272926
L4A2A4,44.080231,-79.332481
L4A2A5,44.011223,-79.338257
L4A2C7,43.981796,-79.375267
L4A2E2,43.973709,-79.371201
L4A2G1,43.986816,-79.376656
L4A2H1,44.035305,-79.27346
L4A2L1,43.973709,-79.371201
L4A2N1,44.055218,-79.288277
L4A2N9,44.070076,-79.377014
L4A2R6,44.01783,-79.330421
L4A2S2,43.971268,-79.263817
L4A2S4,43.971031,-79.248718
L4A2S7,43.968632,-79.259453
L4A2V9,43.973709,-79.371201
L4A2W4,43.967823,-79.388214
L4A2Y2,44.033333,-79.264381
L4A2Y6,44.026707,-79.273514
L4A2Y8,44.028229,-79.277161
L4A2Y9,44.026707,-79.273514
L4A3A4,43.96822,-79.256554
L4A3A7,43.990555,-79.247871
L4A3B3,44.001591,-79.289047
L4A3E1,44.024395,-79.268173
L4A3G4,44.025864,-79.272011
L4A3G9,44.07695,-79.297028
L4A3H4,44.033222,-79.297348
L4A3H6,44.050346,-79.300056
L4A3K4,44.045334,-79.264183
L4A3L3,44.034199,-79.247147
L4A3L4,44.034199,-79.247147
L4A3L9,44.039543,-79.297775
L4A3M2,44.050346,-79.300056
L4A3R4,43.968884,-79.253487
L4A3S2,44.081902,-79.274536
L4A3S5,44.00684,-79.314713
L4A3S8,43.963863,-79.281143
L4A3T1,43.963863,-79.281143
L4A3V7,44.008652,-79.361832
L4A3V8,44.021378,-79.345177
L4A3W5,43.980713,-79.284019
L4A3W9,43.952785,-79.33107
L4A3X4,43.96138,-79.292488
L4A3Y7,43.981152,-79.334709
L4A3Z5,43.969269,-79.344841
L4A3Z9,43.979916,-79.296028
L4A4A6,43.955067,-79.279068
L4A4E9,44.011223,-79.338257
L4A4H1,43.969364,-79.251511
L4A4H2,43.969395,-79.251266
L4A4H3,44.066189,-79.328918
L4A4K5,43.969608,-79.239731
L4A4K6,43.968967,-79.241165
L4A4L7,44.080231,-79.332481
L4A4R1,43.967636,-79.272209
L4A4S1,43.969437,-79.239677
L4A4T9,43.974339,-79.246689
L4A4Y7,43.975903,-79.238503
L4A4Y9,43.976772,-79.235634
L4A4Z2,43.976269,-79.236862
L4A4Z4,43.977131,-79.233658
L4A4Z8,43.977676,-79.234093
L4A4Z9,43.977264,-79.23941
L4A5A9,43.978565,-79.233772
L4A5C6,43.980705,-79.237564
L4A5E7,43.979794,-79.238998
L4A5S8,43.978882,-79.246513
L4A6C4,43.96957,-79.231491
L4A6K8,43.972691,-79.227982
L4A7G9,43.977798,-79.224213
L4A7H2,43.979572,-79.22789
L4A7W2,43.975716,-79.234581
L4A7W3,43.975803,-79.234375
L4A7Z2,43.975952,-79.254662
L4A7Z9,43.971783,-79.244476
L4B0A9,43.857285,-79.385796
L4B0B7,43.852242,-79.389977
L4B0B9,43.855701,-79.385376
L4B0C7,43.841694,-79.394768
L4B0E7,43.844265,-79.386879
L4B1B7,43.849491,-79.379494
L4B1C2,43.850098,-79.391068
L4B1E1,43.848423,-79.387756
L4B1E9,43.849655,-79.387497
L4B1H4,43.850098,-79.391068
L4B1H6,43.847935,-79.38549
L4B1J3,43.863121,-79.381676
L4B1L6,43.84631,-79.387405
L4B1L9,43.854958,-79.393219
L4B1N9,43.84594,-79.406059
L4B1R2,43.843716,-79.403381
L4B1R3,43.843884,-79.403458
L4B1R4,43.844902,-79.402397
L4B1R5,43.844902,-79.402397
L4B1S4,43.843658,-79.398438
L4B1T4,43.844093,-79.395561
L4B1T5,43.845913,-79.394753
L4B1T6,43.845367,-79.398346
L4B1W1,43.848888,-79.393509
L4B1X4,43.84737,-79.401558
L4B1Y7,43.853107,-79.40551
L4B1Z3,43.851131,-79.405289
L4B2A3,43.852566,-79.401665
L4B2B3,43.853882,-79.403008
L4B2C1,43.855305,-79.402863
L4B2E9,43.858578,-79.393303
L4B2G5,43.858356,-79.408348
L4B2L5,43.867615,-79.410866
L4B2L8,43.869045,-79.408508
L4B2M7,43.871227,-79.411079
L4B2N6,43.856976,-79.388161
L4B2P8,43.85474,-79.410011
L4B2R3,43.845768,-79.390152
L4B2R4,43.845768,-79.390152
L4B2S4,43.850735,-79.403374
L4B2W9,43.860455,-79.40229
L4B2Y6,43.865139,-79.402054
L4B2Y8,43.866837,-79.400429
L4B2Z2,43.875683,-79.403542
L4B2Z6,43.853996,-79.401344
L4B3A2,43.854832,-79.398636
L4B3A9,43.847935,-79.38549
L4B3C7,43.857651,-79.404968
L4B3E7,43.860416,-79.394241
L4B3G2,43.862164,-79.381622
L4B3G4,43.862015,-79.395332
L4B3G9,43.864357,-79.39592
L4B3H5,43.866924,-79.395454
L4B3H8,43.8489,-79.398293
L4B3J5,43.85004,-79.399933
L4B3J8,43.849159,-79.401985
L4B3J9,43.85397,-79.384865
L4B3K8,43.864384,-79.385757
L4B3K9,43.862614,-79.386673
L4B3M2,43.860764,-79.39608
L4B3M6,43.850037,-79.409004
L4B3P6,43.867908,-79.379631
L4B3S7,43.849113,-79.42263
L4B3S8,43.848042,-79.422401
L4B3T6,43.846344,-79.412125
L4B3W1,43.872463,-79.390625
L4B3W9,43.873234,-79.397179
L4B3X5,43.875332,-79.393646
L4B3Y5,43.871399,-79.389206
L4B4B6,43.876698,-79.400536
L4B4C3,43.842976,-79.40255
L4B4C6,43.863846,-79.380455
L4B4C9,43.851383,-79.43084
L4B4E1,43.84745,-79.429176
L4B4E5,43.850979,-79.431007
L4B4G3,43.846596,-79.409622
L4B4G5,43.849022,-79.418655
L4B4G7,43.847588,-79.418053
L4B4H2,43.844143,-79.413223
L4B4J6,43.844833,-79.429489
L4B4K7,43.843678,-79.416817
L4B4M3,43.844982,-79.428261
L4B4N1,43.855759,-79.384987
L4B4N9,43.847149,-79.423271
L4B4P4,43.847675,-79.427528
L4B4R2,43.842739,-79.411003
L4B4S5,43.846916,-79.424179
L4B4T1,43.847843,-79.427597
L4B4T3,43.848949,-79.427536
L4B4T4,43.849751,-79.428024
L4B4T7,43.847,-79.421303
L4B4W3,43.874825,-79.383553
L4C0A4,43.858253,-79.430374
L4C0C2,43.849152,-79.447968
L4C0G7,43.894791,-79.455368
L4C0H4,43.835697,-79.45575
L4C0J6,43.897758,-79.447693
L4C0P1,43.874199,-79.439041
L4C0S1,43.89603,-79.428314
L4C0W6,43.854607,-79.420815
L4C0W9,43.880501,-79.437057
L4C0Y3,43.892891,-79.447479
L4C0Z3,43.881283,-79.439423
L4C1B3,43.878613,-79.422195
L4C1B7,43.879318,-79.418137
L4C1B9,43.879616,-79.416817
L4C1G8,43.871681,-79.434975
L4C1G9,43.871853,-79.435043
L4C1H2,43.871994,-79.433517
L4C1H3,43.872429,-79.43235
L4C1H8,43.873741,-79.4254
L4C1J2,43.874706,-79.421997
L4C1J9,43.875908,-79.41655
L4C1K3,43.869991,-79.434433
L4C1K6,43.870441,-79.431541
L4C1L4,43.871941,-79.424614
L4C1M8,43.871864,-79.420815
L4C1P6,43.871201,-79.419334
L4C1R1,43.871822,-79.416519
L4C1R5,43.870941,-79.417854
L4C1S2,43.870342,-79.417122
L4C1S4,43.870655,-79.415047
L4C1S5,43.86665,-79.436142
L4C1V1,43.867935,-79.436348
L4C1V2,43.867935,-79.436348
L4C1Z4,43.871593,-79.431213
L4C1Z6,43.869755,-79.43071
L4C1Z9,43.874542,-79.431458
L4C2B4,43.868839,-79.426445
L4C2C1,43.871357,-79.423347
L4C2E5,43.877274,-79.422089
L4C2E8,43.875664,-79.421242
L4C2H6,43.877647,-79.421371
L4C2J8,43.878044,-79.418694
L4C2K2,43.874702,-79.417061
L4C2L1,43.874588,-79.415237
L4C2P4,43.884663,-79.418617
L4C2P9,43.883629,-79.421043
L4C2S8,43.885822,-79.425835
L4C2T5,43.886539,-79.427284
L4C2T6,43.886612,-79.427063
L4C2V3,43.888382,-79.419098
L4C2X7,43.889702,-79.429817
L4C2Y8,43.891056,-79.427063
L4C2Z8,43.893127,-79.422165
L4C3A8,43.890373,-79.437538
L4C3E3,43.892506,-79.442047
L4C3E9,43.886761,-79.436874
L4C3G5,43.881168,-79.42794
L4C3G7,43.890629,-79.432114
L4C3J4,43.887383,-79.425293
L4C3L4,43.888561,-79.423653
L4C3M1,43.87957,-79.419342
L4C3M8,43.885239,-79.42099
L4C3N7,43.887848,-79.418495
L4C3R5,43.874031,-79.438965
L4C3S5,43.886677,-79.432014
L4C3T5,43.859524,-79.449234
L4C3V3,43.856194,-79.454437
L4C3V8,43.875217,-79.448044
L4C3W2,43.859947,-79.445358
L4C3Y6,43.875702,-79.444008
L4C3Y7,43.875294,-79.445961
L4C4E1,43.877441,-79.450066
L4C4G2,43.879635,-79.446716
L4C4H3,43.882153,-79.442558
L4C4K8,43.88409,-79.44664
L4C4L2,43.883633,-79.448738
L4C4L5,43.886818,-79.441917
L4C4L8,43.866154,-79.416367
L4C4M6,43.895287,-79.445557
L4C4P6,43.880356,-79.444984
L4C4T7,43.883114,-79.448967
L4C4T8,43.883064,-79.449203
L4C4W9,43.873287,-79.454819
L4C4Y6,43.874199,-79.439041
L4C4Y8,43.874199,-79.439041
L4C4Z2,43.864826,-79.412857
L4C4Z3,43.870956,-79.449829
L4C5A4,43.851418,-79.447861
L4C5A7,43.851814,-79.442596
L4C5B6,43.854588,-79.440178
L4C5B8,43.852211,-79.444901
L4C5E8,43.880054,-79.445648
L4C5H9,43.855362,-79.452919
L4C5K5,43.85136,-79.455681
L4C5L2,43.857731,-79.437927
L4C5L5,43.852875,-79.451324
L4C5M3,43.857918,-79.437248
L4C5N1,43.879539,-79.439285
L4C5N7,43.858391,-79.434402
L4C5P3,43.856106,-79.457108
L4C5P6,43.878407,-79.437088
L4C5T3,43.881695,-79.435417
L4C5V2,43.88163,-79.434029
L4C5Y1,43.865349,-79.44651
L4C6B9,43.849621,-79.445244
L4C6C2,43.846958,-79.458374
L4C6G6,43.845924,-79.449951
L4C6G7,43.845879,-79.45018
L4C6G9,43.844452,-79.441269
L4C6H1,43.844452,-79.441269
L4C6H8,43.84269,-79.443863
L4C6J5,43.854816,-79.412804
L4C6K1,43.834652,-79.437592
L4C6L5,43.838463,-79.433113
L4C6L6,43.837242,-79.438881
L4C6L7,43.836151,-79.444077
L4C6L8,43.835438,-79.447769
L4C6N3,43.833984,-79.432014
L4C6N9,43.844551,-79.434456
L4C6R9,43.835369,-79.44268
L4C6S9,43.842075,-79.437073
L4C6T4,43.847672,-79.438934
L4C6T7,43.843456,-79.437767
L4C6V4,43.84053,-79.44017
L4C6V5,43.845463,-79.435631
L4C6X2,43.840958,-79.449654
L4C6X6,43.842583,-79.439018
L4C6Y1,43.842121,-79.442116
L4C6Y9,43.8391,-79.442284
L4C6Z7,43.845837,-79.431389
L4C7M3,43.864845,-79.449158
L4C7N7,43.867126,-79.45211
L4C7R3,43.866463,-79.457664
L4C7R4,43.866463,-79.457664
L4C7S2,43.864697,-79.459267
L4C7T8,43.860954,-79.458275
L4C7V9,43.877525,-79.457581
L4C7W2,43.877701,-79.457573
L4C7W3,43.877525,-79.457581
L4C7X1,43.875465,-79.460632
L4C7X2,43.874905,-79.463188
L4C7Y1,43.869267,-79.456001
L4C7Y5,43.86935,-79.458778
L4C7Y7,43.868141,-79.45961
L4C7Z6,43.868298,-79.459717
L4C8A7,43.87125,-79.426071
L4C8A8,43.871216,-79.426308
L4C8B3,43.894596,-79.446632
L4C8C9,43.842449,-79.453194
L4C8G4,43.865238,-79.431633
L4C8J6,43.861179,-79.429298
L4C8J9,43.861012,-79.429237
L4C8L3,43.869995,-79.415199
L4C8P4,43.859417,-79.414825
L4C8R1,43.859177,-79.418854
L4C8V2,43.878609,-79.431122
L4C8V6,43.879139,-79.432343
L4C8W8,43.873562,-79.462357
L4C8Y1,43.864983,-79.443565
L4C8Y4,43.864372,-79.443214
L4C8Y6,43.86565,-79.441505
L4C8Z2,43.872025,-79.463081
L4C9B3,43.879063,-79.462563
L4C9G8,43.88699,-79.46244
L4C9G9,43.888142,-79.462204
L4C9H3,43.886784,-79.458572
L4C9H4,43.886784,-79.458572
L4C9J4,43.888092,-79.456253
L4C9K9,43.889126,-79.452507
L4C9L7,43.889786,-79.450294
L4C9N8,43.88258,-79.454895
L4C9S8,43.88541,-79.451683
L4C9X9,43.867836,-79.413605
L4C9Y6,43.89587,-79.428513
L4C9Y8,43.865467,-79.42849
L4E0A3,43.911865,-79.471565
L4E0B5,43.923714,-79.457626
L4E0B8,43.924137,-79.451263
L4E0C8,43.927822,-79.458054
L4E0E3,43.965733,-79.442093
L4E0G3,43.944664,-79.473763
L4E0J3,43.918983,-79.473694
L4E0J9,43.9203,-79.466949
L4E0L9,43.921333,-79.470299
L4E0M6,43.92004,-79.476044
L4E0R1,43.914543,-79.465637
L4E0S3,43.917263,-79.471741
L4E0S4,43.91732,-79.471504
L4E0S5,43.91523,-79.473587
L4E0V6,43.938053,-79.479736
L4E0V7,43.937351,-79.479897
L4E0X5,43.908504,-79.471771
L4E0Y8,43.943432,-79.422859
L4E0Z7,43.958218,-79.465332
L4E1A3,43.935585,-79.471466
L4E1A5,43.935585,-79.471466
L4E1B4,43.916794,-79.446976
L4E2J3,43.95834,-79.473572
L4E2K1,43.959072,-79.469604
